6,1,4,2,3,2073
0,0,0,0,0,0
0,1,0,1,179,0
0,1,0,0,38,0
0,0,0,33,0,0
0,0,0,0,0,68
1,0,0,58,0,0
4,6,4,3,2371,2
1,2,2,2,1338,1
5,3,1,1553,0,3
0,0,1,270,0,0
0,0,0,1,157,0
0,0,0,0,155,1
0,1,1,0,154,0
0,0,0,0,140,1
2,1,0,302,1,1
2,0,164,0,0,1
0,0,0,73,0,1
0,0,0,86,0,1
0,0,0,0,0,81
1,0,2,0,133,0
0,0,0,0,8,0
1,0,0,0,87,0
0,0,0,0,21,0
2,0,0,0,0,0
0,0,0,67,0,0
0,0,0,0,11,0
0,0,0,0,0,20
0,2,0,0,0,0
0,0,0,0,15,0
0,0,0,21,0,0
2,0,0,418,0,1
0,1,0,0,122,0
0,0,0,40,1,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,3,0,0
0,0,0,0,23,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,0,0,0
0,0,0,0,0,0
0,0,0,0,0,56
0,0,0,0,72,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,8,0
0,0,0,4,0,0
0,0,0,0,0,0
0,6,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,9,0
1,0,0,0,277,2
0,1,0,0,283,0
0,0,0,0,5,0
0,0,0,0,173,1
0,0,1,0,50,0
0,0,0,0,85,0
0,0,1,224,0,0
0,0,0,0,8,0
0,0,0,0,2,0
0,0,0,0,7,0
0,0,0,0,55,0
0,0,71,1,1,0
0,0,0,0,29,0
0,0,0,151,0,0
1,0,0,0,0,102
0,0,87,0,0,0
0,0,0,0,0,0
0,69,0,0,0,0
113,0,0,0,0,1
0,0,181,0,0,0
0,0,0,0,0,10
0,0,0,0,3,0
0,0,0,0,0,6
0,0,1,0,125,0
0,27,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,0,0,0,0
0,0,0,0,15,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,0,0
0,2,0,0,0,0
1,0,0,0,181,0
0,0,0,0,3,0
0,0,0,0,0,0
0,2,1,0,188,0
0,0,0,0,18,0
0,0,0,0,2,0
0,0,0,0,0,156
0,0,0,0,0,7
0,0,0,18,0,0
16,0,0,0,0,0
0,0,0,0,0,14
4,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,8,0
0,0,0,0,0,0
0,0,6,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0,8,0,0,0
0,0,0,0,141,0
0,0,1,145,1,2
0,0,0,0,0,0
0,0,0,12,0,0
0,0,0,0,26,0
0,0,0,8,0,0
0,0,0,0,1,0
0,1,0,28,0,0
0,0,0,48,0,0
0,0,0,171,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,13
0,0,0,0,0,0
0,0,0,0,20,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,13,0
0,0,0,0,0,0
0,0,0,4,0,0
0,0,0,1,28,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,5,0
0,0,5,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,90
0,0,0,0,0,0
0,0,1,0,45,0
0,0,0,0,34,0
0,0,0,0,0,0
0,0,0,0,4,0
0,0,0,0,0,0
0,0,0,0,0,38
0,2,0,0,0,0
1,1,0,138,1,0
0,15,0,0,0,0
0,0,0,0,0,0
0,0,4,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,1,0
0,0,71,0,1,0
0,0,1,5,0,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,59,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,29,0
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,28,0
0,0,0,7,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,24,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,61
1,0,91,0,0,1
1,4,0,0,0,0
0,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,6,0
0,0,0,0,0,3
0,0,0,0,0,0
0,0,0,47,0,0
0,0,0,0,20,0
0,0,0,4,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,0
1,0,0,0,57,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,142,0,1
0,1,0,123,0,0
0,0,0,0,40,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,116,0
0,0,0,0,0,8
0,0,0,0,0,0
0,0,9,0,0,0
0,0,0,0,5,0
0,18,0,0,0,0
0,0,0,0,0,5
19,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,24,0,0
0,0,0,0,0,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,142,0,0,0
0,0,0,35,0,0
0,0,0,0,8,0
0,0,0,0,0,19
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,0,0
0,0,0,115,0,0
0,0,64,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,21
0,0,0,85,0,2
0,0,0,0,0,0
0,0,0,0,15,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,56,0
0,20,0,0,0,0
0,0,136,0,2,0
53,0,0,0,0,0
0,0,0,0,73,1
0,0,1,0,15,0
0,0,0,3,0,0
0,0,0,0,0,0
11,0,0,0,0,0
0,0,0,0,0,0
3,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,28,0,0,0
0,27,0,0,0,0
0,0,140,1,0,0
0,1,0,0,0,0
0,0,2,0,0,141
39,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,16
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,1,2,0,0,0
