128,107,150,146,1956,145
0,0,0,0,0,0
621,615,597,9515,626,651
333,337,318,413,5082,340
346,352,369,399,5550,368
108,116,109,1524,131,108
692,761,695,1126,10178,768
4030,4041,4142,61479,4341,3970
2143,2161,2105,24913,7230,3744
4046,4123,3942,26721,38064,3923
704,709,692,9870,1030,664
583,516,585,8210,524,519
180,109,140,162,1700,335
294,298,294,564,3943,285
116,121,122,136,1728,111
1321,1235,1228,1296,19166,1350
740,6530,687,922,1623,3230
374,367,338,5228,477,347
700,720,750,11187,742,744
216,200,226,705,2214,171
301,244,276,285,3735,257
76,68,56,240,721,57
111,101,110,101,1564,114
16,17,24,226,29,18
3,4,2,0,53,6
199,189,197,254,2912,192
149,136,115,143,2041,152
44,49,54,52,506,148
278,280,269,286,3909,289
112,97,111,172,1642,124
119,114,114,175,1885,130
784,803,783,12061,813,784
567,578,600,556,8932,609
340,365,337,342,4796,340
203,188,179,727,2368,211
123,128,128,130,1895,116
61,52,51,63,767,41
8,8,5,16,29,124
36,30,19,334,34,126
75,85,97,462,905,89
40,39,34,45,586,37
39,4,2,2,0,3
8,25,8,28,56,8
12,17,20,16,226,15
58,80,55,67,919,64
8,6,16,0,38,4
110,105,130,252,1217,314
98,435,86,1068,121,102
247,1136,444,267,2326,233
161,146,141,217,2444,162
28,132,40,39,364,37
2,8,21,29,2,8
103,85,85,128,1310,83
44,42,50,50,693,42
108,10,8,11,9,9
3,17,28,3,5,7
50,77,51,102,882,92
61,73,58,82,860,176
123,127,135,420,1652,122
493,496,533,551,7624,515
942,946,910,941,14277,903
175,184,151,193,2604,192
849,822,844,843,12596,859
280,3918,251,233,248,300
253,180,169,158,2351,183
331,308,286,4359,328,296
48,54,47,468,368,65
35,35,35,59,517,53
73,77,76,259,932,88
72,76,80,224,1013,80
97,96,100,109,1322,118
78,73,79,469,655,53
277,276,261,281,3907,291
276,36,25,39,178,143
347,1937,3891,369,339,370
51,29,265,35,240,108
257,2981,209,227,218,210
1758,297,381,266,282,2705
483,545,6958,494,752,482
83,106,89,81,96,1194
212,807,2868,263,248,223
122,133,309,71,43,50
200,187,172,155,2464,195
50,158,448,59,52,71
2,13,14,15,112,14
10,3,5,3,62,12
2,11,9,10,93,10
42,53,65,639,33,41
118,98,106,1429,211,97
49,42,45,83,648,61
10,11,11,47,26,64
31,36,28,30,468,37
50,53,52,721,69,52
144,120,1825,115,142,160
354,339,349,362,4928,602
287,325,301,318,4350,304
113,104,99,174,1073,560
649,649,621,1411,8433,596
2698,2875,518,491,367,410
418,319,268,413,200,2143
380,451,5344,490,361,454
33,30,32,348,180,28
58,60,62,819,53,46
966,1403,192,860,220,250
224,439,246,228,1969,1230
50,58,45,222,245,405
137,39,77,304,135,33
34,209,42,54,591,40
243,35,69,88,51,378
212,402,2695,208,212,222
27,51,28,207,149,25
56,27,40,31,25,439
42,54,86,449,35,24
121,1345,200,92,131,105
0,0,0,0,0,0
5,4,8,6,47,30
9,8,9,14,184,10
1,1,1,0,1,0
7,5,7,47,1,4
40,36,33,31,342,206
2,3,0,24,0,1
26,28,29,29,459,24
105,20,23,25,329,23
29,25,21,188,114,47
121,137,120,1779,132,111
30,22,25,344,33,21
13,8,8,144,23,12
480,32,34,38,47,24
18,15,22,14,217,17
55,40,34,41,547,41
6,12,9,93,4,6
4,7,4,8,68,20
37,30,28,428,35,36
29,50,58,633,42,47
62,68,80,879,50,147
212,204,228,3187,193,195
103,616,328,86,197,87
78,91,87,860,445,78
150,147,1473,151,251,255
53,46,39,139,89,352
3,6,1,11,0,4
14,121,17,14,16,14
44,27,43,22,26,249
6,20,49,9,10,5
151,175,170,2481,176,169
20,6,4,81,32,7
134,161,131,149,2045,137
264,272,268,248,4106,285
14,6,7,7,108,10
26,16,20,43,254,19
8,12,11,13,152,14
150,83,98,88,82,1099
52,33,607,56,46,43
40,41,39,610,52,71
79,886,73,100,86,178
2,38,14,3,1,2
27,31,31,326,44,56
77,245,85,79,62,876
45,321,65,143,64,104
29,16,11,73,12,15
27,26,23,382,19,37
210,256,1143,243,222,1624
30,25,55,280,38,37
36,31,233,43,67,77
20,19,14,43,341,20
3,14,2,1,13,4
7,3,4,4,48,3
11,5,4,38,58,13
0,2,2,3,1,31
6,11,9,11,4,8
2,3,3,4,9,9
0,2,9,3,13,0
7,2,1,5,63,7
63,12,116,10,12,18
8,8,11,57,32,6
570,54,55,54,62,197
194,2708,213,196,242,184
125,13,15,13,9,21
10,27,21,34,157,25
7,8,9,18,20,20
0,3,2,56,3,6
10,12,14,161,8,13
3,14,11,144,14,21
19,1,2,1,40,3
8,8,4,1,12,5
0,3,8,18,0,1
190,194,217,208,206,2535
1033,313,371,1783,254,700
197,1051,91,212,123,120
22,40,36,345,27,55
16,20,17,17,211,13
153,1391,115,93,105,102
10,2,2,4,13,2
46,448,142,34,42,42
67,845,56,49,71,69
4,3,9,11,1,0
3,0,3,3,9,6
2,3,4,27,1,9
0,0,0,0,2,0
1,4,2,32,1,4
9,3,3,5,110,4
25,17,28,233,30,23
0,1,0,0,0,3
4,0,1,4,2,26
0,14,2,0,9,1
0,0,1,17,6,2
2,0,1,2,1,0
5,6,5,6,48,3
1,0,0,0,14,1
22,7,9,74,5,3
5,4,6,11,134,16
0,2,4,1,17,1
0,1,0,0,0,0
21,19,21,33,307,26
37,25,22,222,110,18
7,5,5,5,59,24
2,2,0,0,3,1
2,2,0,3,11,0
28,15,19,26,282,47
1,5,4,36,2,5
22,0,4,2,0,1
2,4,4,6,20,18
1,1,1,2,24,3
32,78,32,26,51,220
48,43,10,31,16,37
10,7,5,11,176,5
2,3,0,0,27,1
0,0,0,3,0,0
383,51,70,53,69,236
36,15,38,30,23,292
3,3,15,1,15,8
0,0,0,0,0,1
7,8,14,33,7,101
6,7,10,3,16,97
15,3,3,1,23,2
8,3,1,13,12,1
0,0,0,0,2,0
1,1,1,32,1,2
3,0,0,2,2,0
7,1,6,3,52,11
2,10,6,3,0,3
1,0,0,0,0,6
4,0,0,9,7,2
0,0,1,2,3,0
0,1,0,1,9,1
11,2,8,8,4,63
4,6,6,5,34,26
6,2,4,73,8,17
1,10,0,0,3,3
0,0,0,0,7,0
2,1,1,2,15,1
1,2,4,1,0,0
6,0,0,0,0,0
5,1,0,0,4,0
4,32,6,6,1,9
1,0,0,2,0,0
0,2,2,1,1,19
2,1,2,34,19,1
3,1,1,2,4,6
2,5,0,0,17,0
0,5,13,9,1,3
1,1,0,2,13,0
1,1,1,6,21,2
7,6,28,6,5,4
8,6,4,5,73,4
33,19,3,16,5,5
8,1,17,0,12,3
8,6,66,8,2,11
5,13,2,4,2,1
0,13,6,5,3,0
0,0,0,1,0,0
0,0,0,0,1,0
1,1,0,2,0,1
0,4,0,0,2,0
0,2,1,1,0,1
0,1,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
4,3,16,1,2,7
0,2,0,0,0,0
0,0,1,8,2,1
7,0,4,0,6,0
27,1,3,7,0,3
0,0,1,3,1,11
1,1,3,3,1,1
1,2,1,10,21,2
2,5,15,0,6,5
55,7,22,10,23,27
2,1,1,6,10,7
1,2,2,3,7,1
2,1,1,1,8,0
1,0,0,5,0,0
3,0,2,2,0,1
0,5,2,1,1,5
0,1,5,0,0,0
1,0,3,3,3,0
1,2,1,1,0,3
3,2,4,0,2,17
0,1,12,1,0,14
3,17,1,3,2,5
5,1,51,5,7,7
1,0,0,2,8,0
2,3,8,3,6,17
28,1,1,6,0,1
11,7,6,13,150,3
6,3,6,27,1,13
0,0,1,0,0,3
1,3,0,0,5,0
1,0,0,1,0,1
8,1,3,4,5,5
0,1,0,7,0,0
2,5,0,4,4,26
0,1,1,1,8,1
0,4,0,1,1,12
0,1,0,0,0,0
2,0,0,0,18,0
0,3,0,0,1,0
0,0,0,0,0,5
2,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,0,1
1,1,0,0,1,0
1,1,0,0,0,6
0,1,0,0,0,2
2,2,14,0,4,2
0,1,0,5,7,1
1,14,1,1,1,2
3,4,2,0,35,2
4,14,1,1,1,1
4,2,3,6,28,17
0,0,0,11,1,0
0,0,1,1,0,0
0,0,0,12,0,0
3,7,6,4,5,63
0,0,1,1,1,0
1,0,0,0,0,4
2,0,1,0,0,0
0,0,0,0,3,0
2,2,2,0,21,3
2,0,1,10,2,2
2,1,1,0,0,0
0,0,0,1,0,0
0,0,0,4,1,0
1,0,4,1,0,4
2,2,1,0,1,0
0,0,0,0,0,0
1,0,0,4,0,1
0,0,0,0,1,0
1,0,4,0,1,0
0,0,1,1,1,0
2,0,0,0,0,0
0,0,2,0,0,0
0,1,0,1,0,1
0,1,0,0,1,1
0,0,1,0,0,0
8,1,1,0,0,2
0,0,0,1,1,0
0,0,0,1,0,0
14,1,1,0,1,0
0,0,0,0,0,1
9,1,1,0,0,0
0,0,0,1,0,0
0,0,0,0,0,3
0,1,0,0,3,0
4,0,2,5,1,0
0,0,1,1,0,0
1,1,0,0,0,0
0,1,0,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,1,0,1,0,0
0,0,2,0,1,0
0,0,1,0,0,0
0,0,2,0,0,0
0,0,0,0,0,1
0,0,0,4,0,0
0,1,0,1,0,0
0,0,0,0,0,1
0,1,0,0,0,0
12,0,2,0,1,1
0,0,1,0,0,0
0,0,1,0,1,0
0,0,0,1,0,0
0,0,0,0,0,2
0,0,0,1,0,0
