0.000000,5.000000,0.838420,0.603068,0.158532,0.562283,0.513444,0.949820
4608.000000,0.000000,0.741096,0.535013,0.130942,0.623652,0.530203,0.370015
4608.000000,0.000000,0.741096,0.535013,0.130942,0.623652,0.530203,0.370015
4352.000000,5.000000,0.472262,0.124010,0.728465,0.050545,0.645490,0.916954
4352.000000,5.000000,0.472262,0.124010,0.728465,0.050545,0.645490,0.916954
4352.000000,5.000000,0.472262,0.124010,0.728465,0.050545,0.645490,0.916954
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4096.000000,4.000000,0.103592,0.835583,0.138974,0.342682,0.897165,0.575090
4100.000000,2.000000,0.616967,0.708919,0.925428,0.273287,0.469391,0.720785
